Topic	Words	Frequency	Class
274	preparation, monitoring, 2017, newspapers, headlines	10	https://t.me/sahfyu
275	parties, uae, clarified, translation, unilateral	5	https://t.me/sahfyu
276	withdraws, institute, language, english, canada	3	https://t.me/sahfyu
277	museum, forest, tree, green, forestry	5	https://t.me/sahfyu
278	gold, deposed, bashir, bank, case	11	https://t.me/sahfyu
279	confrontation, legitimate, war, modern, institution	4	https://t.me/sahfyu
280	jordanian, uae, diplomats, diplomatic, emirates	5	https://t.me/sahfyu
281	locality, kurmuk, executive, dalami, habila	13	https://t.me/sahfyu
282	kassab, enormous, wounded, count, shambat	2	https://t.me/sahfyu
-1	al, facebook, minister, governor, id	1361	https://t.me/m_alkarama2023
0	chief, commander, sovereign, axis, fasher	27	https://t.me/m_alkarama2023
1	education, exams, certificate, students, school	163	https://t.me/m_alkarama2023
2	humanitarian, aid, nations, food, united	17	https://t.me/m_alkarama2023
3	facebook, id, sports, 249, gengueid	67	https://t.me/m_alkarama2023
4	turkish, al, jurisprudence, islamic, attend	13	https://t.me/m_alkarama2023
6	ethiopian, tigray, ethiopia, eritrean, crossing	7	https://t.me/m_alkarama2023
7	cholera, cases, dengue, disease, fever	25	https://t.me/m_alkarama2023
8	gaza, palestinian, israeli, israel, summit	10	https://t.me/m_alkarama2023
9	kikel, village, contacted, wish, fasher	6	https://t.me/m_alkarama2023
10	women, violence, rape, sexual, celebrates	9	https://t.me/m_alkarama2023
11	agricultural, season, farmers, production, seeds	35	https://t.me/m_alkarama2023
12	bombed, looted, wounding, casualties, burri	10	https://t.me/m_alkarama2023
13	god, mercy, ask, lord, bless	19	https://t.me/m_alkarama2023
16	concrete, isolated, absent, ministers, achievements	4	https://t.me/m_alkarama2023
17	baskets, food, crescent, distributes, distribution	30	https://t.me/m_alkarama2023
18	aspect, laws, legal, accordance, doubt	5	https://t.me/m_alkarama2023
19	foreign, affairs, minister, china, ambassador	13	https://t.me/m_alkarama2023
20	sovereign, jaber, member, minister, governor	10	https://t.me/m_alkarama2023
21	drinking, medical, water, medicines, 74	8	https://t.me/m_alkarama2023
22	defeat, battle, honest, history, pride	11	https://t.me/m_alkarama2023
24	dabbah, displaced, al, atbara, suki	9	https://t.me/m_alkarama2023
25	rituals, 140, 350, chad, 41	3	https://t.me/m_alkarama2023
26	nile, governor, blue, white, launches	22	https://t.me/m_alkarama2023
27	siege, al, length, army, area	9	https://t.me/m_alkarama2023
28	flight, fourth, transport, southern, refugees	1	https://t.me/m_alkarama2023
29	police, security, khartoum, crime, seizes	20	https://t.me/m_alkarama2023
30	branch, managers, bank, currency, facebook	8	https://t.me/m_alkarama2023
31	airport, underway, mills, flights, doors	2	https://t.me/m_alkarama2023
32	foreigners, passports, passport, illegally, procedures	6	https://t.me/m_alkarama2023
33	sabreen, police, rehabilitate, specialized, cameras	10	https://t.me/m_alkarama2023
34	rains, torrential, floods, rain, torrents	7	https://t.me/m_alkarama2023
35	ceasefire, supplied, rebels, facilitated, beneficiaries	5	https://t.me/m_alkarama2023
36	56, built, marginalization, foolish, ignoring	4	https://t.me/m_alkarama2023
37	withdrawal, aggression, prey, catch, prolonged	15	https://t.me/m_alkarama2023
38	2030, prosecution, explanatory, recover, prosecutor	3	https://t.me/m_alkarama2023
39	net, 650, voluntary, trains, deportation	4	https://t.me/m_alkarama2023
40	mineral, mining, gold, resources, company	17	https://t.me/m_alkarama2023
41	httpstmesaqwl, watch, account, application, following	4	https://t.me/m_alkarama2023
42	lakes, overcoming, horn, malik, rights	1	https://t.me/m_alkarama2023
43	balance, according, dollar, exchange, rate	1	https://t.me/m_alkarama2023
44	spokesperson, interview, administration, slogan, risk	2	https://t.me/m_alkarama2023
45	drug, drugs, pills, seized, heads	9	https://t.me/m_alkarama2023
46	trafficking, human, ethical, governing, smuggling	4	https://t.me/m_alkarama2023
47	affects, jump, dimensions, realize, think	7	https://t.me/m_alkarama2023
48	african, kenyan, union, president, summit	7	https://t.me/m_alkarama2023
49	god, lord, messenger, bless, grant	7	https://t.me/m_alkarama2023
50	whatsapp, reliable, follow, coverage, immediate	8	https://t.me/m_alkarama2023
51	electricity, station, conversion, energy, operate	15	https://t.me/m_alkarama2023
52	generous, original, environment, safe, areas	1	https://t.me/m_alkarama2023
53	refinery, oil, energy, petroleum, fuel	11	https://t.me/m_alkarama2023
55	falsehood, written, better, musa, truth	1	https://t.me/m_alkarama2023
56	impact, style, contained, limits, publication	3	https://t.me/m_alkarama2023
57	ad, 2026, enlightening, saturday, 2025	5	https://t.me/m_alkarama2023
58	ministries, kamel, controversy, idris, khartoum	19	https://t.me/m_alkarama2023
59	customs, smuggle, smuggled, smuggling, goods	15	https://t.me/m_alkarama2023
60	finance, revenues, budget, spending, focuses	8	https://t.me/m_alkarama2023
62	tom, mourns, professor, othman, agency	1	https://t.me/m_alkarama2023
63	god, master, shame, mighty, long	3	https://t.me/m_alkarama2023
64	deserves, farms, asks, anger, forget	5	https://t.me/m_alkarama2023
65	health, center, surgery, equipment, devices	16	https://t.me/m_alkarama2023
66	promises, hunting, saved, deng, donald	2	https://t.me/m_alkarama2023
67	weather, moderate, facebook, temperatures, meteorology	36	https://t.me/m_alkarama2023
68	words, assistance, does, need, sudan	1	https://t.me/m_alkarama2023
70	passports, hijri, immigration, administration, passport	5	https://t.me/m_alkarama2023
71	media, journalists, cohesion, waging, press	4	https://t.me/m_alkarama2023
73	enlighten, lieutenant, chief, expands, non	3	https://t.me/m_alkarama2023
74	jump, darkness, actually, greater, left	3	https://t.me/m_alkarama2023
75	recovery, speedy, prayers, martyrs, righteous	3	https://t.me/m_alkarama2023
76	armored, vehicles, moments, enemy, command	6	https://t.me/m_alkarama2023
77	artist, band, artistic, intellectual, artists	8	https://t.me/m_alkarama2023
78	terrorist, step, condemnation, condemned, crimes	5	https://t.me/m_alkarama2023
79	water, station, dar, salaam, es	12	https://t.me/m_alkarama2023
80	god, know, let, grace, praise	11	https://t.me/m_alkarama2023
81	legalize, nationalities, resident, violators, occupation	3	https://t.me/m_alkarama2023
82	philanthropists, district, residential, training, localities	10	https://t.me/m_alkarama2023
83	health, hospital, center, praises, minister	18	https://t.me/m_alkarama2023
84	doha, fined, privacy, insults, filed	2	https://t.me/m_alkarama2023
86	mosque, ruler, birthday, obeid, evaluate	14	https://t.me/m_alkarama2023
87	sponsor, labor, recommendations, improve, aims	2	https://t.me/m_alkarama2023
88	looking, accounts, spring, currency, shall	2	https://t.me/m_alkarama2023
89	regulation, responds, invitation, washington, facilitate	2	https://t.me/m_alkarama2023
90	arming, enemy, honorable, command, maintained	5	https://t.me/m_alkarama2023
91	interventions, external, dialogue, began, sudanese	1	https://t.me/m_alkarama2023
92	calculations, ward, subject, battles, destroyed	2	https://t.me/m_alkarama2023
93	medicines, poisons, pharmaceutical, shipment, solutions	2	https://t.me/m_alkarama2023
94	warehouse, adopting, 56, amendments, gas	2	https://t.me/m_alkarama2023
95	minni, arko, minawi, kordofan, governorates	7	https://t.me/m_alkarama2023
96	chief, commander, chairman, corps, armored	7	https://t.me/m_alkarama2023
97	media, workshop, press, professionals, publications	9	https://t.me/m_alkarama2023
100	tidings, division, queues, army, horizon	6	https://t.me/m_alkarama2023
101	medium, kordofan, corporation, television, locality	3	https://t.me/m_alkarama2023
102	trump, trap, donald, race, oath	3	https://t.me/m_alkarama2023
103	facebook, id, arabic, arabs, strength	3	https://t.me/m_alkarama2023
104	dedicate, cleanse, resolve, kinds, permission	5	https://t.me/m_alkarama2023
105	mourn, hope, village, martyrs, prime	1	https://t.me/m_alkarama2023
106	pilgrims, hajj, ramadan, widows, preachers	11	https://t.me/m_alkarama2023
107	sovereignty, overall, oath, yahya, council	6	https://t.me/m_alkarama2023
108	humanitarian, aid, consultant, fee, exemptions	5	https://t.me/m_alkarama2023
109	refugee, budgets, foreigners, identical, views	6	https://t.me/m_alkarama2023
110	anti, missiles, kenana, drones, responded	1	https://t.me/m_alkarama2023
111	kidney, dialysis, patients, center, hospital	12	https://t.me/m_alkarama2023
112	click, message, net, immigrants, dignity	1	https://t.me/m_alkarama2023
114	migration, significant, returnees, expected, reach	1	https://t.me/m_alkarama2023
115	grow, expects, improve, economy, program	1	https://t.me/m_alkarama2023
117	estate, sabreen, floating, raided, confrontation	2	https://t.me/m_alkarama2023
118	phrase, grief, surroundings, feelings, sadness	3	https://t.me/m_alkarama2023
120	jaber, sovereign, meets, reviews, japanese	7	https://t.me/m_alkarama2023
121	temperatures, meteorology, slight, maximum, decrease	20	https://t.me/m_alkarama2023
122	limbs, condemnations, artificial, medical, captured	3	https://t.me/m_alkarama2023
123	detains, sentenced, hanging, alleviate, acute	2	https://t.me/m_alkarama2023
126	hajj, ah, umrah, pilgrims, perform	9	https://t.me/m_alkarama2023
127	hear, describing, single, dhabi, cover	1	https://t.me/m_alkarama2023
129	citizen, morally, complaint, war, definitely	4	https://t.me/m_alkarama2023
132	net, chief, darfur, commander, classifying	4	https://t.me/m_alkarama2023
135	message249, climate, link, follow, resolutions	15	https://t.me/m_alkarama2023
137	weather, hot, temperatures, parts, moderate	30	https://t.me/m_alkarama2023
139	insurance, health, fund, services, financing	17	https://t.me/m_alkarama2023
140	evacuate, promise, homes, deny, looting	4	https://t.me/m_alkarama2023
141	fadil, taqaddam, mubarak, activists, diaspora	1	https://t.me/m_alkarama2023
142	watan, 2025, news, al, august	37	https://t.me/m_alkarama2023
144	theater, film, celebrates, shown, bamdurman	5	https://t.me/m_alkarama2023
145	instability, extremism, terrorism, alike, enables	1	https://t.me/m_alkarama2023
147	voluntary, deposited, 450, amend, institutional	3	https://t.me/m_alkarama2023
149	horse, prevents, shooting, bear, social	2	https://t.me/m_alkarama2023
150	industry, wheel, employers, proposes, sector	3	https://t.me/m_alkarama2023
151	ruler, commerce, chamber, reconstruction, success	1	https://t.me/m_alkarama2023
152	boat, net, read, missing, coast	2	https://t.me/m_alkarama2023
153	arranges, licensing, transportation, stops, random	1	https://t.me/m_alkarama2023
155	road, roads, asphalt, rehabilitation, maintenance	12	https://t.me/m_alkarama2023
156	watan, nasr, 2025, festival, marwa	4	https://t.me/m_alkarama2023
157	comfort, moved, middle, battle, fought	7	https://t.me/m_alkarama2023
158	welfare, child, homeless, social, reunification	9	https://t.me/m_alkarama2023
160	preserve, rights, rebels, negotiations, satisfy	1	https://t.me/m_alkarama2023
161	performing, decision, practice, appropriate, relevant	2	https://t.me/m_alkarama2023
162	vacation, qadarif, notables, recognition, inspected	3	https://t.me/m_alkarama2023
163	damazin, governor, health, hospital, insurance	6	https://t.me/m_alkarama2023
167	health, haitham, medicines, jazeera, stands	6	https://t.me/m_alkarama2023
169	sponsor, dictates, americans, america, geneva	6	https://t.me/m_alkarama2023
170	victory, god, grant, enemies, plots	8	https://t.me/m_alkarama2023
173	scholarship, admission, apply, university, municipality	1	https://t.me/m_alkarama2023
175	payment, account, transactions, financial, click	9	https://t.me/m_alkarama2023
177	abundant, civilization, ancient, helping, contribution	1	https://t.me/m_alkarama2023
178	incubator, atta, founding, extends, yasser	3	https://t.me/m_alkarama2023
179	science, technology, magazine, publishing, hammam	1	https://t.me/m_alkarama2023
180	containing, toll, resuming, buses, arqin	1	https://t.me/m_alkarama2023
181	infantry, retreated, destroyed, station, attack	6	https://t.me/m_alkarama2023
182	engagement, britain, positive, agree, relations	1	https://t.me/m_alkarama2023
184	jazeera, white, large, villages, displacement	1	https://t.me/m_alkarama2023
185	zone, industrial, obeid, condemns, bombing	1	https://t.me/m_alkarama2023
186	rukn, commander, al, major, general	8	https://t.me/m_alkarama2023
187	cairo, egyptian, relations, discuss, reference	6	https://t.me/m_alkarama2023
188	job, game, replace, lose, happen	2	https://t.me/m_alkarama2023
190	facebook, id, whatsapp, use, follow	16	https://t.me/m_alkarama2023
191	matter, negotiate, negotiation, accept, possible	2	https://t.me/m_alkarama2023
192	exhausted, difficulty, spirit, europe, plane	1	https://t.me/m_alkarama2023
193	imprisonment, facebook, id, prison, death	4	https://t.me/m_alkarama2023
195	omdurman, clean, medina, regulatory, tells	2	https://t.me/m_alkarama2023
196	investigation, theft, paid, criminal, police	7	https://t.me/m_alkarama2023
197	evidence, emirates, mentioning, publicly, pushed	3	https://t.me/m_alkarama2023
199	homeland, 2026, ad, news, november	26	https://t.me/m_alkarama2023
202	reform, service, civil, aqar, shall	5	https://t.me/m_alkarama2023
203	cemetery, gengueid, read, net, details	13	https://t.me/m_alkarama2023
205	homeland, november, 2025, ad, news	19	https://t.me/m_alkarama2023
206	holy, mosques, quran, imams, facebook	10	https://t.me/m_alkarama2023
207	notification, karama, contribute, awad, organization	8	https://t.me/m_alkarama2023
208	surprised, false, regard, reject, accusations	1	https://t.me/m_alkarama2023
209	forgery, sleeper, tight, cells, threats	1	https://t.me/m_alkarama2023
210	digital, transformation, expansion, communications, technologies	1	https://t.me/m_alkarama2023
211	operational, february, 11, tuesday, position	1	https://t.me/m_alkarama2023
213	nights, learned, departure, patients, brought	1	https://t.me/m_alkarama2023
215	69, sudantoday, sudannews, diplomat, spokesperson	1	https://t.me/m_alkarama2023
216	floods, autumn, rain, injuries, 68	4	https://t.me/m_alkarama2023
217	archaeological, antiquities, heritage, culture, cultural	8	https://t.me/m_alkarama2023
218	zakat, trustees, permissible, shift, balance	5	https://t.me/m_alkarama2023
219	id, popularresistance, facebook, sudanesearmedforces, evident	1	https://t.me/m_alkarama2023
222	tourism, kilo, discusses, suakin, ways	2	https://t.me/m_alkarama2023
224	radio, facebook, id, television, channel	5	https://t.me/m_alkarama2023
225	motorcycles, traffic, highlighting, documents, dens	4	https://t.me/m_alkarama2023
227	issue, existential, visions, countries, water	2	https://t.me/m_alkarama2023
229	started, rebels, lying, stole, plundered	2	https://t.me/m_alkarama2023
230	miserable, breaking, union, contribute, entire	1	https://t.me/m_alkarama2023
231	facebook, message249, id, khartoumjanjaweedcemetery, battleofdignity	32	https://t.me/m_alkarama2023
232	openly, panic, heard, hosts, calls	1	https://t.me/m_alkarama2023
235	meteorology, varying, rains, rainfall, thunderstorms	9	https://t.me/m_alkarama2023
236	sentence, execution, hanging, accused, death	8	https://t.me/m_alkarama2023
237	platforms, scores, facilitated, ordinary, sponsors	2	https://t.me/m_alkarama2023
238	sons, exhaustion, tribes, rushing, summoned	2	https://t.me/m_alkarama2023
239	jazeera, factor, al, project, recovering	5	https://t.me/m_alkarama2023
240	alleviate, zone, burden, gedaref, baskets	3	https://t.me/m_alkarama2023
242	tours, skills, proven, illegal, missions	1	https://t.me/m_alkarama2023
246	adhering, cancels, model, import, cars	1	https://t.me/m_alkarama2023
247	attacked, rebels, island, villages, army	1	https://t.me/m_alkarama2023
248	infantry, division, 22nd, 18th, tandelti	4	https://t.me/m_alkarama2023
249	gold, mystery, kilograms, kilo, claim	2	https://t.me/m_alkarama2023
250	zakat, meat, bags, rahad, distribution	5	https://t.me/m_alkarama2023
251	slightest, regulation, prolonged, breath, hope	2	https://t.me/m_alkarama2023
252	mona, comments, denounces, reception, arko	1	https://t.me/m_alkarama2023
253	emigrate, contradiction, faith, prophet, mecca	2	https://t.me/m_alkarama2023
255	elected, nazir, success, unite, hatem	3	https://t.me/m_alkarama2023
256	kasla, hosts, suna, society, platform	1	https://t.me/m_alkarama2023
257	specializations, read, available, know, details	1	https://t.me/m_alkarama2023
258	watan, january, 2025, 27, 24	2	https://t.me/m_alkarama2023
259	guide, reproductive, planning, facebook, workshop	2	https://t.me/m_alkarama2023
260	purposes, cutting, deliberately, assault, looks	2	https://t.me/m_alkarama2023
262	posted, perpetrator, catch, corpses, sad	1	https://t.me/m_alkarama2023
263	middle, hands, remain, needs, free	1	https://t.me/m_alkarama2023
265	glory, arabs, mercenary, diaspora, africa	1	https://t.me/m_alkarama2023
266	graduation, cooperative, guidance, 72, batch	2	https://t.me/m_alkarama2023
267	adre, crossing, alharith, activation, stipulated	1	https://t.me/m_alkarama2023
269	identifies, carefully, disagreement, studied, points	1	https://t.me/m_alkarama2023
270	worrying, affects, interim, neighboring, contained	1	https://t.me/m_alkarama2023
271	adre, crossing, obstruction, border, permits	3	https://t.me/m_alkarama2023
273	immoral, morals, indicates, heroes, brought	1	https://t.me/m_alkarama2023
277	forests, forest, 128, trees, activation	5	https://t.me/m_alkarama2023
279	indirectly, indirect, managed, tools, multiple	1	https://t.me/m_alkarama2023
280	inevitably, certain, spokesperson, fine, confirming	1	https://t.me/m_alkarama2023
281	shall, hands, watan, slogan, initiative	1	https://t.me/m_alkarama2023
282	getting, specialized, condemns, bombing, hospital	1	https://t.me/m_alkarama2023
287	reliable, coverage, whatsapp, immediate, maximum	6	https://t.me/m_alkarama2023
-1	al, bashir, newspaper, government, link	5521	https://t.me/sd_news_network
0	displaced, rapid, al, darfur, scene	158	https://t.me/sd_news_network
1	students, education, school, exams, certificate	402	https://t.me/sd_news_network
2	humanitarian, food, aid, million, nations	163	https://t.me/sd_news_network
3	hilal, al, cup, sports, league	123	https://t.me/sd_news_network
4	qatari, saudi, yemen, iran, arabia	329	https://t.me/sd_news_network
5	newspaper, al, headlines, newspapers, sudani	259	https://t.me/sd_news_network
6	ethiopian, ethiopia, eritrea, border, eritrean	112	https://t.me/sd_news_network
7	cases, cholera, malaria, infected, aids	45	https://t.me/sd_news_network
8	israel, israeli, palestinian, normalization, gaza	117	https://t.me/sd_news_network
9	al, village, villages, jazeera, displacement	45	https://t.me/sd_news_network
10	women, sexual, rape, violence, girls	40	https://t.me/sd_news_network
11	agricultural, farmers, livestock, wheat, pounds	88	https://t.me/sd_news_network
12	90, killed, dead, forced, displacement	34	https://t.me/sd_news_network
13	god, almighty, blessings, desired, mind	17	https://t.me/sd_news_network
14	corona, cases, virus, coronavirus, infection	91	https://t.me/sd_news_network
15	net, click, opportunities, required, looking	4	https://t.me/sd_news_network
16	legislative, elections, constitution, election, party	97	https://t.me/sd_news_network
17	baskets, charitable, donate, charity, meals	29	https://t.me/sd_news_network
18	crimes, international, civilians, law, norms	16	https://t.me/sd_news_network
19	relations, foreign, ambassador, affairs, countries	88	https://t.me/sd_news_network
20	al, meets, minister, reviews, governor	47	https://t.me/sd_news_network
21	doctors, medical, room, emergency, borders	34	https://t.me/sd_news_network
22	decisively, amin, wing, seriously, warn	3	https://t.me/sd_news_network
23	hamdok, party, al, leader, freedom	103	https://t.me/sd_news_network
24	displaced, residents, village, camp, urgently	22	https://t.me/sd_news_network
25	refugees, commissioner, high, chad, unhcr	78	https://t.me/sd_news_network
26	blue, plant, checks, acres, winter	8	https://t.me/sd_news_network
27	occurred, ambush, area, sixth, vehicle	9	https://t.me/sd_news_network
28	ethiopian, refugees, ethiopia, tigray, stranded	38	https://t.me/sd_news_network
29	police, hadi, yahya, crime, security	11	https://t.me/sd_news_network
30	bank, exchange, dollar, banks, pound	92	https://t.me/sd_news_network
31	airport, flight, airlines, aviation, plane	44	https://t.me/sd_news_network
32	passports, passport, immigration, citizenship, visa	28	https://t.me/sd_news_network
33	police, security, deploying, intelligence, prestige	30	https://t.me/sd_news_network
34	floods, rains, torrents, rain, collapse	36	https://t.me/sd_news_network
35	ceasefire, peace, parties, agreement, truce	34	https://t.me/sd_news_network
36	revolution, change, freedom, revolutionary, power	32	https://t.me/sd_news_network
37	hilal, faki, al, component, want	12	https://t.me/sd_news_network
38	corruption, court, prosecution, case, judge	39	https://t.me/sd_news_network
39	syrians, stranded, embassy, egypt, sharjah	33	https://t.me/sd_news_network
40	gold, mining, mineral, production, company	40	https://t.me/sd_news_network
42	rights, human, maulana, expert, independent	8	https://t.me/sd_news_network
43	exchange, dollar, rate, inflation, currency	69	https://t.me/sd_news_network
44	corona, cases, suspected, infections, 112	36	https://t.me/sd_news_network
45	drugs, drug, pills, combating, seized	50	https://t.me/sd_news_network
46	trafficking, human, smuggling, victims, gang	46	https://t.me/sd_news_network
47	noticed, answer, character, reconcile, wait	10	https://t.me/sd_news_network
48	african, continent, union, summit, president	28	https://t.me/sd_news_network
49	soul, muslim, book, patience, contact	3	https://t.me/sd_news_network
50	follow, telegram, link, application, news	28	https://t.me/sd_news_network
51	electricity, energy, power, outages, generation	25	https://t.me/sd_news_network
52	displaced, shelter, elderly, harsh, food	37	https://t.me/sd_news_network
53	fuel, refinery, oil, energy, gasoline	39	https://t.me/sd_news_network
54	newspaper, headlines, al, wajdi, army	7	https://t.me/sd_news_network
55	tayeb, bilal, writes, al, professor	10	https://t.me/sd_news_network
56	followers, telecommunications, accounts, networks, starlink	15	https://t.me/sd_news_network
57	2017, headlines, preparation, monitoring, issued	23	https://t.me/sd_news_network
58	explaining, accomplished, republic, ministers, khartoum	23	https://t.me/sd_news_network
59	customs, smuggling, goods, authority, quantities	26	https://t.me/sd_news_network
60	budget, finance, spending, parliament, economy	42	https://t.me/sd_news_network
61	scene, link, telegram, join, httpstmesdnewsnetwork	184	https://t.me/sd_news_network
62	headlines, newspapers, newspaper, 2022, 2017	88	https://t.me/sd_news_network
63	serve, sacrifices, god, living, blood	2	https://t.me/sd_news_network
64	brother, innocent, blood, minawi, sudanese	1	https://t.me/sd_news_network
65	health, doctors, hospital, patients, strategy	29	https://t.me/sd_news_network
66	sanctions, security, mission, united, council	22	https://t.me/sd_news_network
67	facebook, meteorology, page, posts, weather	7	https://t.me/sd_news_network
68	revolution, power, quotas, partial, peace	17	https://t.me/sd_news_network
70	passports, immigration, registry, administration, identity	6	https://t.me/sd_news_network
71	journalists, media, professional, federation, cairo	17	https://t.me/sd_news_network
72	court, criminal, bashir, crimes, genocide	19	https://t.me/sd_news_network
73	bashir, egyptian, relations, egypt, president	25	https://t.me/sd_news_network
74	advised, advice, understand, saying, continued	9	https://t.me/sd_news_network
75	body, martyr, offering, 55, speedy	2	https://t.me/sd_news_network
77	artist, artists, song, singing, nour	32	https://t.me/sd_news_network
78	terrorist, terrorism, muslims, names, classify	10	https://t.me/sd_news_network
79	water, dams, wells, dam, stations	33	https://t.me/sd_news_network
80	considers, weapon, presidency, vision, sheikh	1	https://t.me/sd_news_network
81	immigrants, immigration, parents, illegal, foreigners	20	https://t.me/sd_news_network
82	rent, housing, house, segments, rented	16	https://t.me/sd_news_network
83	health, medical, doctors, hamida, personnel	22	https://t.me/sd_news_network
84	court, accused, case, prosecution, mahdi	33	https://t.me/sd_news_network
85	newspapers, headlines, political, morning, prominent	73	https://t.me/sd_news_network
86	religious, religion, tolerance, islam, coexistence	25	https://t.me/sd_news_network
87	workers, labor, expatriate, saudi, 2017	31	https://t.me/sd_news_network
88	debts, bank, debt, billion, economic	46	https://t.me/sd_news_network
89	chinese, china, countries, foreign, decision	36	https://t.me/sd_news_network
90	tactical, expensive, discord, guardianship, barracks	6	https://t.me/sd_news_network
91	peace, juba, agreement, south, kiir	25	https://t.me/sd_news_network
92	rahad, besiege, recognize, killed, example	2	https://t.me/sd_news_network
93	pharmaceutical, medicines, pharmacies, strip, medicine	29	https://t.me/sd_news_network
94	oil, gasoline, prices, gas, fuel	44	https://t.me/sd_news_network
95	kordofan, west, awlad, tribes, governor	11	https://t.me/sd_news_network
96	chief, staff, armed, defense, pledged	15	https://t.me/sd_news_network
97	publications, press, media, journalists, publishing	18	https://t.me/sd_news_network
98	ethiopian, newspaper, ethiopia, renaissance, dam	43	https://t.me/sd_news_network
100	produce, enemies, fronts, specific, thousand	4	https://t.me/sd_news_network
102	trump, republican, racist, biden, immigrants	21	https://t.me/sd_news_network
103	burhan, religions, neutrality, single, eastern	3	https://t.me/sd_news_network
104	muslims, badr, bin, battle, medina	11	https://t.me/sd_news_network
105	demonstrations, bashir, demonstrators, tear, protesters	29	https://t.me/sd_news_network
106	pilgrims, mosques, custodian, holy, parliament	20	https://t.me/sd_news_network
107	khater, sovereignty, president, lieutenant, commanderinchief	9	https://t.me/sd_news_network
108	humanitarian, priorities, funding, crews, plan	5	https://t.me/sd_news_network
109	deport, refugees, refugee, germany, administrative	12	https://t.me/sd_news_network
110	tank, golden, tanks, palm, asia	6	https://t.me/sd_news_network
111	dialysis, kidney, patients, liver, hospital	11	https://t.me/sd_news_network
112	libya, illegal, immigrants, libyan, migrants	45	https://t.me/sd_news_network
113	honey, strains, wild, best, africa	103	https://t.me/sd_news_network
114	migration, migrants, organization, international, reintegration	21	https://t.me/sd_news_network
115	economic, poverty, policies, wars, titles	10	https://t.me/sd_news_network
116	haftar, libyan, libya, tripoli, accord	25	https://t.me/sd_news_network
117	estate, housing, real, apartment, apartments	20	https://t.me/sd_news_network
118	love, desire, know, emotional, crying	5	https://t.me/sd_news_network
119	scene, link, telegram, httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnpxuj5a1x, sudanese	47	https://t.me/sd_news_network
120	bashir, al, unamid, meets, president	28	https://t.me/sd_news_network
121	temperatures, meteorology, winds, slight, maximum	4	https://t.me/sd_news_network
122	patients, teams, medical, msf, survive	5	https://t.me/sd_news_network
123	network, doctors, result, injured, killed	18	https://t.me/sd_news_network
124	chadian, chad, geneina, regime, border	9	https://t.me/sd_news_network
126	hajj, umrah, pilgrims, establishments, ah	11	https://t.me/sd_news_network
129	lot, complaining, shall, neutral, crying	2	https://t.me/sd_news_network
130	join, scene, httpstmesdnewsnetlork, link, telegram	92	https://t.me/sd_news_network
132	darfur, geneina, events, tribal, west	12	https://t.me/sd_news_network
133	testing, careful, bet, quality, laboratory	54	https://t.me/sd_news_network
134	sit, dispersal, sitin, demonstrators, dispersing	29	https://t.me/sd_news_network
135	net, click, climate, details, sales	3	https://t.me/sd_news_network
138	party, elections, legislative, national, political	28	https://t.me/sd_news_network
139	insurance, cost, requirements, health, umbrella	5	https://t.me/sd_news_network
140	looted, property, vandalized, burned, market	8	https://t.me/sd_news_network
141	appointed, al, congress, leaders, gosh	22	https://t.me/sd_news_network
143	bashir, albashir, court, al, wahed	26	https://t.me/sd_news_network
144	experience, series, dramatic, writing, realistic	14	https://t.me/sd_news_network
145	list, terrorism, sponsoring, remove, terrorist	31	https://t.me/sd_news_network
147	return, returnees, voluntary, migration, deterioration	15	https://t.me/sd_news_network
149	animal, prey, celebrated, cries, uproot	4	https://t.me/sd_news_network
150	companies, investment, sectors, economic, reform	24	https://t.me/sd_news_network
151	pounds, price, kilo, prices, meat	19	https://t.me/sd_news_network
152	migrants, coast, boat, mediterranean, libyan	24	https://t.me/sd_news_network
153	transportation, train, railways, railway, lines	10	https://t.me/sd_news_network
154	headlines, local, karari, newspaper, ad	17	https://t.me/sd_news_network
155	bridge, road, length, roads, asphalt	11	https://t.me/sd_news_network
157	canal, transformed, northeast, battalion, stationed	1	https://t.me/sd_news_network
158	level, evaluate, organizations, easy, reaches	3	https://t.me/sd_news_network
159	unamid, mission, darfur, security, nations	21	https://t.me/sd_news_network
160	peace, negotiations, agreement, component, parties	10	https://t.me/sd_news_network
161	professionals, empowerment, association, committee, removal	10	https://t.me/sd_news_network
162	locality, witnessing, contributing, tayeb, din	2	https://t.me/sd_news_network
163	mamoun, reflected, reference, allah, establishing	1	https://t.me/sd_news_network
164	inquiries, 249918984706, orders, delivery, best	77	https://t.me/sd_news_network
166	coup, plotters, change, freedom, justifications	20	https://t.me/sd_news_network
167	health, akram, dr, ministry, garda	14	https://t.me/sd_news_network
168	newspaper, watan, akhbar, al, alwatan	33	https://t.me/sd_news_network
169	interests, principles, america, abide, optimistic	4	https://t.me/sd_news_network
172	islamic, republican, movement, al, religious	20	https://t.me/sd_news_network
173	scholarships, funded, fully, students, scholarship	1	https://t.me/sd_news_network
175	payment, transactions, methods, easily, sitting	5	https://t.me/sd_news_network
176	scene, link, telegram, join, httpstmesdnewsnetwork	71	https://t.me/sd_news_network
177	invaders, coups, warrants, nigeria, egyptians	5	https://t.me/sd_news_network
178	bashir, saluted, defense, armed, independence	5	https://t.me/sd_news_network
179	hammam, shafiq, magdy, science, technology	54	https://t.me/sd_news_network
