Topic	Count	Name	Representation	Representative_Docs
152	83	152_migrants_coast_boat_mediterranean	['migrants', 'coast', 'boat', 'mediterranean', 'tunisian', 'libyan', 'guard', 'drowned', 'rescued', 'libya', 'boats', 'italy']	
153	83	153_transportation_railway_tariffs_buses	['transportation', 'railway', 'tariffs', 'buses', 'proposal', 'lines', 'reduce', 'operating', 'bus', 'company', 'line', 'train']	
154	82	154_karari_headlines_channel_ad	['karari', 'headlines', 'channel', 'ad', '2026', 'issued', 'newspaper', 'newspapers', 'local', '2025', 'akhbar', 'alyoum']	
155	82	155_road_roads_asphalt_maintenance	['road', 'roads', 'asphalt', 'maintenance', 'rehabilitation', 'length', 'bridge', 'bridges', 'linking', 'internal', 'kilometers', 'project']	
156	82	156_watan_nasr_2025_ad	['watan', 'nasr', '2025', 'ad', 'news', 'festival', 'al', 'july', 'marwa', 'collaborator', 'student', 'hebrew']	
157	81	157_sennar_battle_regiment_placed	['sennar', 'battle', 'regiment', 'placed', 'sinja', 'liberation', 'discovered', 'army', 'anniversary', 'fall', 'regions', 'largest']	
158	80	158_homeless_services_social_welfare	['homeless', 'services', 'social', 'welfare', 'shelter', 'reassured', 'children', 'excellency', 'level', 'terms', 'treatment', 'organizing']	
159	80	159_unamid_mission_security_unitams	['unamid', 'mission', 'security', 'unitams', 'resolution', 'darfur', 'nations', 'united', 'council', 'departure', 'withdrawal', 'exit']	
160	79	160_peace_negotiations_agreement_juba	['peace', 'negotiations', 'agreement', 'juba', 'parties', 'war', 'root', 'process', 'conflict', 'achieve', 'ending', 'democratic']	
161	79	161_empowerment_committee_professionals_removal	['empowerment', 'committee', 'professionals', 'removal', 'association', 'decision', 'relevant', 'tool', 'performing', 'decisions', 'committees', 'indicates']	
162	79	162_calm_neighborhood_normal_witnessed	['calm', 'neighborhood', 'normal', 'witnessed', 'houses', 'life', 'cautious', 'city', 'street', 'collapsed', 'fasher', 'operational']	
163	79	163_health_insurance_governor_locality	['health', 'insurance', 'governor', 'locality', 'kordofan', 'hospital', 'nile', 'north', 'opening', 'blue', 'center', 'medical']	
164	78	164_inquiries_249918984706_orders_delivery	['inquiries', '249918984706', 'orders', 'delivery', 'best', 'whatsapp', 'service', 'states', 'number', 'khartoum', 'arabic', 'english']	
165	78	165_summary_best_news_start	['summary', 'best', 'news', 'start', 'alwatan', '2021', 'ad', 'akhbar', 'alyoum', 'day', 'newspaper', '2022']	
166	78	166_coup_freedom_change_revolutionary	['coup', 'freedom', 'change', 'revolutionary', 'plotters', '1989', 'military', 'justifications', 'october', 'agreed', 'revolution', 'tyranny']	
167	78	167_health_haitham_dr_competence	['health', 'haitham', 'dr', 'competence', 'ministry', 'akram', 'medicines', 'surprised', 'treatment', 'exploited', 'medical', 'minister']	
168	77	168_newspaper_alwatan_alyoum_alintibaha	['newspaper', 'alwatan', 'alyoum', 'alintibaha', 'akhbar', 'alsayha', 'alatta', 'alahed', 'yasser', 'arbitrary', 'cooperative', 'publishes']	
169	76	169_interests_america_americans_negotiation	['interests', 'america', 'americans', 'negotiation', 'quartet', 'facilitates', 'speech', 'dictates', 'selfdetermination', 'controversial', 'reach', 'allies']	
170	76	170_god_victory_conquest_valiant	['god', 'victory', 'conquest', 'valiant', 'grant', 'oh', 'protect', 'willing', 'enemies', 'army', 'near', 'heroes']	
171	75	171_jobs_scholarship_opportunity_professors	['jobs', 'scholarship', 'opportunity', 'professors', 'contains', 'apply', 'interested', 'masters', 'courses', 'study', 'english', 'host']	
172	75	172_islamic_movement_almahdi_religious	['islamic', 'movement', 'almahdi', 'religious', 'sheikh', 'brotherhood', 'republican', 'alsadiq', 'christian', 'mosque', 'muslim', 'sitin']	
173	74	173_scholarship_admission_apply_university	['scholarship', 'admission', 'apply', 'university', 'luck', 'grant', 'wait', 'meaning', 'choice', 'better', 'artistic', 'correspondent']	
174	74	174_summary_news_best_start	['summary', 'news', 'best', 'start', 'ad', '2021', 'day', 'saturday', '2022', '2020', 'november', 'headlines']	
175	74	175_payment_transactions_account_bank	['payment', 'transactions', 'account', 'bank', 'request', 'easier', 'safely', 'easily', 'financial', 'banks', 'reliable', 'fast']	
176	73	176_join_scene_httpstmesdnewsnetwork_link	['join', 'scene', 'httpstmesdnewsnetwork', 'link', 'telegram', 'sudanese', 'httpswhatsappcomchannel0029va9dzn3l7uvv5orzew3o', 'device', 'httpstmesudaray', 'removal', 'opinion', 'solution']	
177	73	177_republican_palace_civilization_history	['republican', 'palace', 'civilization', 'history', 'ii', 'abundant', 'era', 'enlightened', 'invaders', 'proof', 'fall', 'rule']	
178	72	178_commanderinchief_armed_flag_excellency	['commanderinchief', 'armed', 'flag', 'excellency', 'incubator', 'forces', 'alatta', 'reassured', 'independence', 'sovereignty', 'homelands', 'chairman']	
179	71	179_hammam_shafiq_magdy_science	['hammam', 'shafiq', 'magdy', 'science', 'technology', 'riyadh', 'ahmed', 'university', 'arabia', 'saudi', 'press', 'sudan']	
180	71	180_traffic_buses_transportation_bus	['traffic', 'buses', 'transportation', 'bus', 'vehicles', 'travel', 'staying', 'transport', 'tariffs', 'stops', 'trucks', 'roads']	
181	70	181_vehicles_enemy_destroyed_forces	['vehicles', 'enemy', 'destroyed', 'forces', 'rebel', 'infantry', 'attack', 'retreated', 'clashes', 'rebels', 'northeastern', 'bahri']	
182	70	182_british_britain_london_european	['british', 'britain', 'london', 'european', 'constructive', 'engagement', 'sudans', 'envoy', 'foreign', 'dialogue', 'united', 'union']	
183	70	183_expatriates_expatriate_home_tell	['expatriates', 'expatriate', 'home', 'tell', 'taught', 'rent', 'income', 'mother', 'children', 'buy', 'worked', 'striking']	
184	70	184_nile_white_located_cairo	['nile', 'white', 'located', 'cairo', 'sennar', 'river', 'ancient', 'villages', 'jabal', 'muya', 'desert', 'gandhi']	
185	70	185_hillat_shouk_bombing_civilians	['hillat', 'shouk', 'bombing', 'civilians', 'rebel', 'militia', 'muya', 'attempts', 'residents', 'omdurman', 'camp', 'massacre']	
186	69	186_rukn_lieutenant_commander_general	['rukn', 'lieutenant', 'commander', 'general', 'major', 'abyad', 'brigadier', 'captain', 'al', 'azraq', 'din', 'jaber']	
187	69	187_egyptian_alsisi_fattah_cairo	['egyptian', 'alsisi', 'fattah', 'cairo', 'president', 'visit', 'elsisi', 'relations', 'abdel', 'egypt', 'bilateral', 'sisi']	
188	68	188_information_law_communications_draft	['information', 'law', 'communications', 'draft', 'security', 'penalty', 'technology', 'spending', 'technologies', 'negative', 'necessary', 'measures']	
189	68	189_uganda_ugandan_kampala_refugees	['uganda', 'ugandan', 'kampala', 'refugees', 'camp', 'refugee', 'sudanese', 'embassy', 'attack', 'voluntary', 'community', 'reception']	
190	67	190_whatsapp_facebook_httpswwwfacebookcomprofilephpid61556457563338_httpstmealrisala249	['whatsapp', 'facebook', 'httpswwwfacebookcomprofilephpid61556457563338', 'httpstmealrisala249', 'httpstmekraray224466', 'follow', 'channel', 'use', 'join', 'group', 'telegram', 'interaction']	
191	67	191_agreement_affirming_communitys_observer	['agreement', 'affirming', 'communitys', 'observer', 'parties', 'negotiations', 'visions', 'participants', 'attend', 'selfdetermination', 'exceed', 'framework']	
192	66	192_journey_woman_tells_story	['journey', 'woman', 'tells', 'story', 'years', 'mother', 'family', 'tribune', 'children', 'stories', 'old', 'pain']	
193	66	193_imprisonment_prison_sentence_accused	['imprisonment', 'prison', 'sentence', 'accused', 'death', 'police', 'measure', 'hanging', 'penalty', 'investigations', 'criminal', 'life']	
194	66	194_join_scene_httpstmesdnewsnetwork_link	['join', 'scene', 'httpstmesdnewsnetwork', 'link', 'telegram', 'sudanese', 'twitter', 'facebook', '', '', '', '']	
195	66	195_source_omdurman_informing_ad	['source', 'omdurman', 'informing', 'ad', '2025', 'khartoum', 'august', 'wild', 'blogging', 'returnees', 'receiving', 'media']	
196	66	196_investigation_police_theft_criminal	['investigation', 'police', 'theft', 'criminal', 'department', 'paid', 'car', 'east', 'reports', 'crime', 'accused', 'stolen']	
197	65	197_uae_emirates_uaes_involvement	['uae', 'emirates', 'uaes', 'involvement', 'chad', 'evidence', 'divide', 'lord', 'weapons', 'alatta', 'america', 'aggression']	
198	65	198_study_httpstmekraray224466_karari_german	['study', 'httpstmekraray224466', 'karari', 'german', 'actual', 'english', 'language', 'channel', 'start', 'telegram', 'actually', 'starting']	
199	64	199_homeland_2026_ad_november	['homeland', '2026', 'ad', 'november', 'news', '2024', 'saturday', 'march', 'monday', 'january', 'thursday', '28']	
200	64	200_liberation_movement_arko_minni	['liberation', 'movement', 'arko', 'minni', 'movements', 'forces', 'rapid', 'army', 'minawi', 'head', 'force', 'fighting']	
201	64	201_dam_renaissance_filling_reservations	['dam', 'renaissance', 'filling', 'reservations', 'ethiopia', 'withdraws', 'negotiations', 'egypt', 'formula', 'dams', 'merowe', 'participating']	
202	64	202_service_civil_commission_selection	['service', 'civil', 'commission', 'selection', 'employees', 'shall', 'transitional', 'administrative', 'periodic', 'reform', 'labor', 'auspices']	
203	63	203_cemetery_gengueid_khartoumal_read	['cemetery', 'gengueid', 'khartoumal', 'read', 'details', 'khartoumjanjaweedcemetery', 'whatsapp', 'news', 'link', 'click', 'channel', 'follow']	
204	63	204_httpstmesudaaan_channel_follow_telegram	['httpstmesudaaan', 'channel', 'follow', 'telegram', 'sudan', 'copied', 'share', 'statement', '', '', '', '']	
205	63	205_homeland_2025_november_ad	['homeland', '2025', 'november', 'ad', 'news', 'original', 'statistics', 'perished', 'sidr', 'tuesday', 'saturday', 'september']	
206	63	206_quran_holy_mosques_imams	['quran', 'holy', 'mosques', 'imams', 'preachers', 'jurisprudence', 'sermon', 'academy', 'islamic', 'duration', 'aladha', 'sheikh']	
207	62	207_notification_donate_karama_contribute	['notification', 'donate', 'karama', 'contribute', 'want', 'burden', 'awad', 'clothes', 'clothing', 'bank', 'abboud', 'organization']	
208	62	208_sanctions_european_union_imposed	['sanctions', 'european', 'union', 'imposed', 'companies', 'entities', 'brussels', 'accusations', 'unanimously', 'affiliated', 'ban', 'rahim']	
209	62	209_intelligence_service_sleeper_cells	['intelligence', 'service', 'sleeper', 'cells', 'general', 'security', 'rest', 'services', 'egyptian', 'saw', 'salah', 'misleading']	
210	62	210_digital_communications_transformation_telecommunications	['digital', 'communications', 'transformation', 'telecommunications', 'internet', 'starlink', 'outage', 'networks', 'regulatory', 'sudani', 'experts', 'communication']	
211	62	211_operational_gandhi_followup_gender	['operational', 'gandhi', 'followup', 'gender', 'monitoring', 'plot', 'dispersed', 'destroyed', 'counted', 'worlds', 'terror', 'yes']	
212	60	212_correspondent_asia_alkhalifa_daily	['correspondent', 'asia', 'alkhalifa', 'daily', 'axis', '2025', 'khalifa', 'caliph', 'report', 'yesterday', '6th', 'fasher']	
213	60	213_elderly_sick_hospital_treatment	['elderly', 'sick', 'hospital', 'treatment', 'care', 'urgently', 'patients', 'hospitals', 'suffering', 'childrens', 'wounds', 'wounded']	
214	60	214_httpstmekraray224466_channel_karry_net	['httpstmekraray224466', 'channel', 'karry', 'net', 'repeat', 'major', '22', 'october', 'wednesday', '2025', 'issued', 'ad']	
215	60	215_sudanesearmedforces_69_sudantoday_facebook	['sudanesearmedforces', '69', 'sudantoday', 'facebook', 'onearmyonepeople', 'sudannews', 'army', 'spokesperson', 'twitter', 'bahri', 'armed', 'diplomats']	
216	59	216_floods_rain_torrential_torrents	['floods', 'rain', 'torrential', 'torrents', 'damage', 'disaster', 'rains', 'autumn', 'homes', 'affected', 'injuries', 'deaths']	
217	58	217_antiquities_archaeological_heritage_discovery	['antiquities', 'archaeological', 'heritage', 'discovery', 'cultural', 'museum', 'culture', 'tourism', 'sincerity', 'mourning', 'documentation', 'library']	
218	57	218_zakat_bureau_expatriates_trustees	['zakat', 'bureau', 'expatriates', 'trustees', 'collection', 'segment', 'secretary', 'pounds', 'alfitr', 'balance', 'poor', 'permissible']	
219	57	219_popularresistance_sudanesearmedforces_evident_distress	['popularresistance', 'sudanesearmedforces', 'evident', 'distress', 'strength', 'leadership', 'facebook', 'platform', 'armed', 'forces', 'command', 'sudan']	
220	57	220_headlines_2020_todays_political	['headlines', '2020', 'todays', 'political', '2019', 'newspaper', 'newspapers', 'issued', 'ad', 'march', 'attention', 'news']	
221	57	221_budget_heba_revenues_economic	['budget', 'heba', 'revenues', 'economic', 'finance', 'economy', 'pandemic', 'crises', 'albadawi', 'amer', 'alrashid', 'problems']	
222	57	222_tourism_travel_tourist_istanbul	['tourism', 'travel', 'tourist', 'istanbul', 'travelers', 'chamber', 'flights', 'oman', 'ticket', 'develop', 'trkiye', 'buses']	
223	56	223_allowance_guardians_acceptable_battleofdemocracy	['allowance', 'guardians', 'acceptable', 'battleofdemocracy', 'righteous', 'glorious', 'euros', 'forgiveness', 'airlines', 'tickets', 'mercy', 'germany']	
224	56	224_radio_television_broadcasting_channel	['radio', 'television', 'broadcasting', 'channel', 'channels', 'broadcast', '24', 'activity', 'network', 'media', 'incentives', 'sky']	
225	56	225_motorcycles_vehicles_traffic_highlighting	['motorcycles', 'vehicles', 'traffic', 'highlighting', 'documents', 'cars', 'vehicle', 'car', 'attached', 'quantity', 'attend', 'prohibiting']	
226	56	226_interact_compulsory_karry_httpstmekraray224466	['interact', 'compulsory', 'karry', 'httpstmekraray224466', 'language', 'certificate', 'channel', 'telegram', 'follow', 'share', 'tidings', 'copied']	
227	55	227_dam_renaissance_water_dams	['dam', 'renaissance', 'water', 'dams', 'ethiopia', 'existential', 'issue', 'ethiopian', 'countries', 'collapse', 'visions', 'unilateral']	
228	55	228_unhcr_resettlement_refugees_mouth	['unhcr', 'resettlement', 'refugees', 'mouth', 'refugee', 'registration', 'services', 'active', 'information', 'protection', 'encourage', 'provide']	
229	55	229_mercenary_darfur_deceive_arko	['mercenary', 'darfur', 'deceive', 'arko', 'blood', 'masses', 'crying', 'regime', 'legend', 'movements', 'forever', 'brutal']	
230	54	230_demonstration_london_british_gathering	['demonstration', 'london', 'british', 'gathering', 'honorable', 'protest', 'european', 'denouncing', 'saturday', 'abroad', 'crimes', 'union']	
231	54	231_khartoumjanjaweedcemetery_battleofdignity_httpstmealrisala249_httpswwwfacebookcomprofilephpid61556457563338	['khartoumjanjaweedcemetery', 'battleofdignity', 'httpstmealrisala249', 'httpswwwfacebookcomprofilephpid61556457563338', 'message249', 'facebook', 'whatsapp', 'onearmyonepeople', 'follow', 'channel', '249', 'telegram']	
232	54	232_barrier_lions_invaders_stood	['barrier', 'lions', 'invaders', 'stood', 'heroes', 'militia', 'onearmyonepeople', 'face', 'aggressors', 'fighters', 'supported', 'dignity']	
233	54	233_war_jeddah_stop_end	['war', 'jeddah', 'stop', 'end', 'conflict', 'ceasefire', 'alburhans', 'hemedti', 'solution', 'conference', 'truce', 'map']	
234	53	234_fires_broke_massive_houses	['fires', 'broke', 'massive', 'houses', 'camp', 'camps', 'kalma', 'displaced', 'burned', 'tawila', 'crops', 'darfur']	
235	53	235_meteorology_varying_rains_rain	['meteorology', 'varying', 'rains', 'rain', 'rainfall', 'wind', 'warns', 'heavy', 'thunderstorms', 'states', 'rates', 'tropical']	
236	53	236_hanging_execution_accused_sentence	['hanging', 'execution', 'accused', 'sentence', 'imprisonment', 'wood', 'fugitive', 'defendants', 'ransom', 'death', 'anti', 'crimes']	
237	53	237_uae_image_terrorist_crimes	['uae', 'image', 'terrorist', 'crimes', 'uaes', 'media', 'militia', 'atrocities', 'narratives', 'sky', 'sponsors', 'strongly']	
238	52	238_village_almanaqil_joy_sons	['village', 'almanaqil', 'joy', 'sons', 'learned', 'domination', 'fought', 'gathered', 'battle', 'unwavering', 'belief', 'wad']	
239	52	239_jazeera_project_al_aljazeera	['jazeera', 'project', 'al', 'aljazeera', 'sky', 'media', 'factor', 'restrictions', 'misleading', '300', 'satellite', 'agent']	
240	52	240_alleviate_dabba_displaced_shelters	['alleviate', 'dabba', 'displaced', 'shelters', 'improve', 'gedaref', 'provide', 'conditions', 'directed', 'relevant', 'governor', 'social']	
241	52	241_driver_license_driving_drivers	['driver', 'license', 'driving', 'drivers', 'required', 'unhcr', 'khashm', 'high', 'completed', 'job', 'school', 'secondary']	
242	52	242_illegal_immigration_combat_immigrants	['illegal', 'immigration', 'combat', 'immigrants', 'transient', 'trafficking', 'foreigners', 'smuggling', 'borders', 'drugs', 'vehicle', 'security']	
243	51	243_detainees_prison_detention_prisons	['detainees', 'prison', 'detention', 'prisons', 'release', 'prisoners', 'house', 'floor', 'deprivation', 'poor', 'supervising', 'escaping']	
244	51	244_crimes_genocide_committed_civilians	['crimes', 'genocide', 'committed', 'civilians', 'massacres', 'violations', 'heinous', 'murder', 'rape', 'looting', 'fifteenth', 'darfur']	
245	51	245_kilograms_meat_lentils_food	['kilograms', 'meat', 'lentils', 'food', 'dates', 'meals', 'cultural', 'sugar', 'culture', 'types', 'cooking', 'dinner']	
246	51	246_car_cars_import_controls	['car', 'cars', 'import', 'controls', 'expatriates', 'model', 'importing', 'customs', 'vehicle', 'exception', 'permanently', 'granted']	
247	51	247_island_beloved_islands_villages	['island', 'beloved', 'islands', 'villages', 'traitors', 'tell', 'remnants', 'liberation', 'land', 'birth', 'approaching', 'grave']	
248	50	248_infantry_division_22nd_brigade	['infantry', 'division', '22nd', 'brigade', 'sixth', '18th', 'officers', '6th', 'noncommissioned', 'soldiers', 'describing', 'spirit']	
249	50	249_gold_kilos_arrested_girl	['gold', 'kilos', 'arrested', 'girl', 'arqin', 'mining', 'currency', 'seized', 'thwarted', 'intelligence', 'smuggle', 'refers']	
250	50	250_zakat_bureau_meat_office	['zakat', 'bureau', 'meat', 'office', 'bags', 'program', 'distribution', 'allocated', 'thousand', 'return', 'sacrifice', 'families']	
251	48	251_displacement_occupied_longer_slightest	['displacement', 'occupied', 'longer', 'slightest', 'regulation', 'prolonged', 'breath', 'homes', 'hope', 'peoples', 'lacks', 'treachery']	
252	48	252_salva_kiir_kiirs_juba	['salva', 'kiir', 'kiirs', 'juba', 'machar', 'deng', 'wahid', 'invitation', 'nour', 'arrives', 'ugandan', 'wife']	
253	48	253_discover_discovered_ibn_friend	['discover', 'discovered', 'ibn', 'friend', 'did', 'saw', 'ones', 'almahdi', 'alsadiq', 'let', 'abu', 'emigrate']	
254	47	254_homeland_traitor_homelands_hands	['homeland', 'traitor', 'homelands', 'hands', 'traitors', 'patriotism', 'faces', 'steadfastness', 'courtesy', 'nation', 'imagined', 'wasting']	
255	47	255_elected_almirghani_hamdok_congratulates	['elected', 'almirghani', 'hamdok', 'congratulates', 'prime', 'glorious', 'unite', 'fulfill', 'mansour', 'moneim', 'nazir', 'occasion']	
256	47	256_umma_party_rebuilding_national	['umma', 'party', 'rebuilding', 'national', 'kasla', 'affirms', 'sound', 'presidency', 'foundations', 'construction', 'achieve', 'democratic']	
257	46	257_admission_receiving_final_completion	['admission', 'receiving', 'final', 'completion', 'secure', 'luck', 'apply', 'applicants', 'procedures', 'application', 'register', 'link']	
258	46	258_milk_sudannewsnetwork_2017_kilograms	['milk', 'sudannewsnetwork', '2017', 'kilograms', 'preparation', 'monitoring', 'newspapers', '15000', 'headlines', 'omani', 'half', 'httpstmesdnewsnetwork']	
259	46	259_pregnant_honey_mothers_nutritional	['pregnant', 'honey', 'mothers', 'nutritional', 'guide', 'birth', 'reproductive', 'breastfeeding', 'baby', 'child', 'women', 'children']	
260	45	260_qatina_militia_stormed_villages	['qatina', 'militia', 'stormed', 'villages', 'neighborhoods', 'looting', 'beating', 'gandhi', 'purposes', 'cutting', 'assaulted', 'using']	
261	45	261_honorable_officers_noncommissioned_division	['honorable', 'officers', 'noncommissioned', 'division', 'forces', 'joining', 'welcome', 'soldiers', 'rsf', 'armed', 'regardless', 'diversity']	
262	44	262_morgue_forensic_bodies_unidentified	['morgue', 'forensic', 'bodies', 'unidentified', 'deceased', 'body', 'graves', 'terrifying', 'secrets', 'investigate', 'doctors', 'investigations']	
263	44	263_uae_emirates_gulf_dubai	['uae', 'emirates', 'gulf', 'dubai', 'emirati', 'middle', 'hands', 'buy', 'created', 'countries', 'britain', 'financial']	
264	44	264_injured_drowned_bodies_victims	['injured', 'drowned', 'bodies', 'victims', 'children', 'wished', 'toll', 'recovery', 'girl', 'speedy', 'extent', 'women']	
265	44	265_arabs_diaspora_rizeigat_desert	['arabs', 'diaspora', 'rizeigat', 'desert', 'certain', 'janjaweed', 'neighbors', 'racism', 'forget', 'bbc', 'niger', 'harm']	
266	44	266_division_brigade_infantry_graduation	['division', 'brigade', 'infantry', 'graduation', 'entertainment', 'recruits', 'guidance', 'batch', 'commander', '1st', 'armed', 'corps']	
267	44	267_militia_alharith_civilians_rapid	['militia', 'alharith', 'civilians', 'rapid', 'weapons', 'crimes', 'adre', 'crossing', 'commit', 'idris', 'international', 'silence']	
268	43	268_english_academy_courses_networking	['english', 'academy', 'courses', 'networking', 'training', 'airline', 'riyals', 'language', 'auspices', 'affiliated', 'tickets', 'arabia']	
269	43	269_endeavors_succeed_collaborators_brought	['endeavors', 'succeed', 'collaborators', 'brought', 'ireland', 'slow', 'honesty', 'suspicion', 'work', 'good', 'efficiency', 'following']	
270	43	270_chadian_chad_ndjamena_mohamed	['chadian', 'chad', 'ndjamena', 'mohamed', 'president', 'peaceful', 'neighboring', 'diplomats', 'crisis', 'foreign', 'origins', 'solution']	
271	42	271_crossing_adre_border_visas	['crossing', 'adre', 'border', 'visas', 'open', 'obstruction', 'permits', 'humanitarian', 'crucial', 'crossings', 'entry', 'agreed']	
272	42	272_latest_application_httpstmesdnewsnetwork_link	['latest', 'application', 'httpstmesdnewsnetwork', 'link', 'follow', 'telegram', 'news', 'version', 'wonderful', 'mona', 'governorcenter', '41']	
273	42	273_traitors_traitor_deception_mouth	['traitors', 'traitor', 'deception', 'mouth', 'punish', 'blind', 'turn', 'bite', 'hate', 'humiliated', 'throne', 'eye']	
274	41	274_preparation_monitoring_newspapers_2018	['preparation', 'monitoring', 'newspapers', '2018', 'headlines', 'arab', 'issued', '2017', 'sunday', 'july', 'november', 'october']	
275	41	275_uae_jeddah_stop_parties	['uae', 'jeddah', 'stop', 'parties', 'achieved', 'clarified', 'translation', 'weapon', 'unilateral', 'direct', 'stopping', 'focus']	
276	41	276_english_language_luck_benefit	['english', 'language', 'luck', 'benefit', 'hoping', 'exam', 'test', 'prepare', 'canada', 'good', 'tests', 'sent']	
277	40	277_forest_forests_forestry_trees	['forest', 'forests', 'forestry', 'trees', 'museum', 'authority', 'tree', 'activation', 'rare', 'blue', 'produce', 'green']	
278	40	278_albashir_bank_gold_liquidity	['albashir', 'bank', 'gold', 'liquidity', 'banks', 'reserves', 'seizure', 'case', 'dismissing', 'almirghani', 'elections', 'abbas']	
279	40	279_reading_war_internal_planning	['reading', 'war', 'internal', 'planning', 'colonialism', 'context', 'marginalization', 'interests', 'political', 'circle', 'tragedy', 'represented']	
280	40	280_uae_emirates_dhabi_relations	['uae', 'emirates', 'dhabi', 'relations', 'jordanian', 'diplomats', 'evidence', 'disregard', 'diplomatic', 'ignorance', 'minds', 'statement']	
281	40	281_locality_shall_hands_executive	['locality', 'shall', 'hands', 'executive', 'kurmuk', 'citizens', 'director', 'watan', 'slogan', 'thanks', 'commissioner', 'issues']	
282	40	282_dead_doctors_hospital_wounded	['dead', 'doctors', 'hospital', 'wounded', 'khater', 'directorgeneral', 'network', 'result', 'injured', 'fasher', 'alhasahisa', 'medical']	
283	40	283_english_language_courses_interested	['english', 'language', 'courses', 'interested', 'jobs', 'organizations', 'registration', 'opened', 'auspices', 'airline', 'teaching', 'created']	
284	40	284_karry_httpstmekraray224466_share_channel	['karry', 'httpstmekraray224466', 'share', 'channel', 'telegram', 'karari', 'thats', 'thank', 'source', 'agencies', 'join', 'efforts']	
285	40	285_channel_telegram_follow_sudan	['channel', 'telegram', 'follow', 'sudan', 'httpstmesudaaan', 'copied', 'proud', 'karry', 'later', 'believe', 'share', 'httpstmekraray224466']	
286	40	286_jobs_interested_organizations_contains	['jobs', 'interested', 'organizations', 'contains', 'channel', 'telegram', 'chain', 'supply', 'japan', 'officer', 'sudan', 'currently']	
287	40	287_maximum_age_30_reliable	['maximum', 'age', '30', 'reliable', 'coverage', 'khartoumjanjaweedcemetery', 'years', 'immediate', 'follow', 'sources', 'whatsapp', 'news']	
