id	chunk_text	n_words	topic_id	topic	media_name	media_url	url	title	body_en	language	publish_date
512160107ecbf9c87ad54ac0fc01a998de4c44bc1bdc7f65a406944925aaf3c1	The Jordanian authorities assign charges of human trafficking and fraud to 28 people, for facilitating the performance of Hajj without a permit.	22	16	16	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31955362/%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86%D9%8A%D8%A9-%D8%AA%D9%8F%D8%B3%D9%86%D8%AF-%D8%AA%D9%87%D9%85%D8%AA%D9%8A-%D8%A7%D9%84%D8%A7%D8%AA%D8%AC%D8%A7%D8%B1/	السلطات الأردنية تُسند تهمتي الاتجار بالبشر والاحتيال لـ 28 شخصا، لتسهيلهم أداء الحج دون تصريح	The Jordanian authorities assign charges of human trafficking and fraud to 28 people, for facilitating the performance of Hajj without a permit.	ar	2024-06-25
76ff30d28cafe502b124d0d2294c970bd06d0cd3df6c3e8a2f0654ece564b638	Washington publishes its annual report on human trafficking in the world	11	13	13	sudantimes.net	sudantimes.net	https://sudantimes.net/2024/06/25/%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86-%D8%AA%D9%86%D8%B4%D8%B1-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1%D9%87%D8%A7-%D8%A7%D9%84%D8%B3%D9%86%D9%88%D9%89-%D8%AD%D9%88%D9%84-%D8%A7%D9%84%D8%A7%D8%AA%D8%AC%D8%A7/	واشنطن تنشر تقريرها السنوى حول الاتجار بالبشر في العالم	Washington publishes its annual report on human trafficking in the world	ar	2024-06-25
84792dfbf293ae164d5610028054a24fb1406a4e1a526eeeff544408a3fb6e11	Darfur Regional Authority: The forced displacement of residents of the city of El Fasher by the Rapid Support Forces continues	20	51	51	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31955490/%D8%B3%D9%84%D8%B7%D8%A9-%D8%A5%D9%82%D9%84%D9%8A%D9%85-%D8%AF%D8%A7%D8%B1%D9%81%D9%88%D8%B1-%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%AA%D9%87%D8%AC%D9%8A%D8%B1-%D8%A7%D9%84%D9%82/	سلطة إقليم دارفور: استمرار التهجير القسري لسكان مدينة الفاشر بواسطة قوات الدعم السريع	Darfur Regional Authority: The forced displacement of residents of the city of El Fasher by the Rapid Support Forces continues	ar	2024-06-25
a03fea013beb227ab86efa25d989e0992979eee5d7e2948a626d48a626604850	Increasing deaths among Sudanese refugees in Ethiopia and complaints of miserable conditions	12	9	9	sudantribune.net	sudantribune.net	https://sudantribune.net/article287405/	تزايد الوفيات وسط اللاجئين السودانيين في إثيوبيا وشكاوى من أوضاع مزرية	Increasing deaths among Sudanese refugees in Ethiopia and complaints of miserable conditions	ar	2024-06-25
a4b4f5b0e47aae6e2bb7048fab69cc15ebe5d3b3f66d3d8fdf7ef31a0574a4df	Sudanese refugees in the Amhara region of Ethiopia appeal for humanitarian intervention	12	9	9	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31955515/%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%88%D9%86-%D9%81%D9%8A-%D8%A5%D9%82%D9%84%D9%8A%D9%85-%D8%A3%D9%85%D9%87%D8%B1%D8%A7-%D8%A7%D9%84/	اللاجئون السودانيون في إقليم أمهرا الإثيوبي يناشدون بالتدخل الانساني	Sudanese refugees in the Amhara region of Ethiopia appeal for humanitarian intervention	ar	2024-06-25
a50ddcf278e1c32cf24bfd3a7041a6e1e26670cf41a0da9a5374b0908f02f9f7	OCHA enters the line to support the displaced and the return of children to education in Kassala State	18	7	7	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31955341/%D8%A3%D9%88%D8%AA%D8%B4%D8%A7-%D8%AA%D8%AF%D8%AE%D9%84-%D8%AE%D8%B7-%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D9%88%D8%B9%D9%88%D8%AF%D8%A9-%D8%A7%D9%84%D8%A3%D8%B7%D9%81/	أوتشا تدخل خط دعم النازحين وعودة الأطفال للتعليم بولاية كسلا	OCHA enters the line to support the displaced and the return of children to education in Kassala State	ar	2024-06-25
bacc675a53f165bc236664202657e1024847ed812b625c35cfbf2a130eac35d5	OSHA responds to support displaced people and communities affected by war in Sudan	13	2	2	sudantimes.net	sudantimes.net	https://sudantimes.net/2024/06/25/%D8%A7%D9%86%D8%B4%D8%A7-%D8%AA%D8%B3%D8%AA%D8%AC%D9%8A%D8%A8-%D9%84%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D9%88%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9%D8%A7%D8%AA/	"""اوشا"""" تستجيب لدعم النازحين والمجتمعات المتأثرة بالحرب في السودان"""	OSHA responds to support displaced people and communities affected by war in Sudan	ar	2024-06-25
d01145beaa12eaffd29f0acd1ca100821d8805ff780e4d888b608bbb2c86c49f	Increasing deaths among Sudanese refugees in Ethiopia and complaints of miserable conditions	12	9	9	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31955499/%D8%AA%D8%B2%D8%A7%D9%8A%D8%AF-%D8%A7%D9%84%D9%88%D9%81%D9%8A%D8%A7%D8%AA-%D9%88%D8%B3%D8%B7-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%8A/	تزايد الوفيات وسط اللاجئين السودانيين في إثيوبيا وشكاوى من أوضاع مزرية	Increasing deaths among Sudanese refugees in Ethiopia and complaints of miserable conditions	ar	2024-06-25
ed3dc6e4204fd12b7daca91957bf7641a8c5fc2f63a4b14dd0ba68cd47034ea2	The artillery shelling continues on El Fasher and the displaced people have lost everything	14	1	1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31955513/%D8%A7%D9%84%D9%82%D8%B5%D9%81-%D8%A7%D9%84%D9%85%D8%AF%D9%81%D8%B9%D9%8A-%D9%85%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%81%D8%A7%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D9%86%D8%A7/	القصف المدفعي متواصل على الفاشر والنازحون فقدوا كل شيء	The artillery shelling continues on El Fasher and the displaced people have lost everything	ar	2024-06-25
33ef845d32fe0398f5c77f2e15ec3d86ad7af38d9f86b7d4030ed0d84d7a100f	A new enemy threatens the lives of immigrants seeking to reach America	12	43	43	alnilin.com	alnilin.com	https://www.alnilin.com/13351341.htm	عدو جديد يهدد حياة مهاجرين ساعين للوصول إلى أميركا	A new enemy threatens the lives of immigrants seeking to reach America	ar	2024-06-24
3cee73d022f67625d46080ff28fab9f4502f88779574bd42f04dc71342545867	The outcome of the militia war in Sudan: (46,421) citizens killed, (5,780) missing, (3,911) cases of rape, and the displacement of (10.5) million citizens.	24	-1	-1	alsudaninews.com	alsudaninews.com	https://alsudaninews.com/?p=182866	حصيلة حرب المليشيا في السودان: مقتل (46.421) مواطناً و(5.780) مفقوداً و(3.911) حالة اغتصاب وتهجير (10.5) مليون مواطن	The outcome of the militia war in Sudan: (46,421) citizens killed, (5,780) missing, (3,911) cases of rape, and the displacement of (10.5) million citizens.	ar	2024-06-24
4801c17b40424382bda922405c693e68e38b1ca29f1c08492fdab9f15565a89e	Vice President of Taqaddam visits the Kriandingo camp for Sudanese refugees in Uganda and confirms her commitment to supporting them	20	11	11	alttahrer.com	alttahrer.com	https://www.alttahrer.com/archives/96834	نائبة رئيس (تقدم) تزور معسكر كرياندنقو للاجئين السودانيين بيوغندا وتؤكد التزامها بدعمهم	Vice President of Taqaddam visits the Kriandingo camp for Sudanese refugees in Uganda and confirms her commitment to supporting them	ar	2024-06-24
7e9c10f86e9d9554984df9251d061b4b904c1b082b937f42a3dda3de21a13364	Six cases of deportation of residency law violators from the Emirates	11	-1	-1	alnilin.com	alnilin.com	https://www.alnilin.com/13351371.htm	ست حالات لإبعاد مخالفي قوانين الإقامة من الإمارات	Six cases of deportation of residency law violators from the Emirates	ar	2024-06-24
8468b1e4af59389fd5bc5b1003a67ba79f53aeec2c8e541409434d712ab808e1	Death, hunger, lack of medical care, and moose births... A call to save Sudanese refugees in Ethiopia	17	9	9	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954987/%D9%85%D9%88%D8%AA-%D9%88%D8%AC%D9%88%D8%B9-%D9%88%D8%BA%D9%8A%D8%A7%D8%A8-%D9%84%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9-%D9%88%D8%AD%D8%A7%D9%84%D8%A7%D8%AA-%D9%88/	موت وجوع وغياب للرعاية الطبية وحالات ولادة بالموس.. نداء لإنقاذ اللاجئين السودانيين بإثيوبيا	Death, hunger, lack of medical care, and moose births... A call to save Sudanese refugees in Ethiopia	ar	2024-06-24
a85bcfa7aa486649cb724dee397a5900527e9b99615570fbaf8bddb2f30c0b6b	Displaced people from Al-Fula see the details of what happened	10	-1	-1	sudantimes.net	sudantimes.net	https://sudantimes.net/2024/06/24/%D9%86%D8%A7%D8%B2%D8%AD%D9%88%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D9%88%D9%84%D8%A9-%D9%8A%D8%B1%D9%88%D9%86-%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84-%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84-%D9%85%D8%A7/	نازحون من الفولة يرون تفاصيل ما حدث	Displaced people from Al-Fula see the details of what happened	ar	2024-06-24
fd57325f990ec1ea5e3855a1f089a6e865a28af0757ca0482a8dba25803c8e7b	Kassala Education calls on expatriates to vacate schools	8	7	7	alttahrer.com	alttahrer.com	https://www.alttahrer.com/archives/96828	التربية كسلا تدعو الوافدين لإخلاء المدارس	Kassala Education calls on expatriates to vacate schools	ar	2024-06-24
1c3a357677d82979feadf45e4f547c71a6218b3efbe63b788cf1d1c8e54db253	Salva Kiir Mayardit meets with the United Nations High Commissioner for Refugees, Filipio Grandi, in Juba	16	11	11	alnilin.com	alnilin.com	https://www.alnilin.com/13351309.htm	سلفاكير ميارديت يلتقي مفوض الأمم المتحدة السامي لشؤون اللاجئين فيليبيو غراندي بجوبا	Salva Kiir Mayardit meets with the United Nations High Commissioner for Refugees, Filipio Grandi, in Juba	ar	2024-06-23
73b97eb858dcc6a5e3cb6834b3858005c5450ff0e08283a88dbe882959b1ddb3	Displaced people in Al-Komah locality complain about poor humanitarian conditions	10	18	18	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954774/%D9%86%D8%A7%D8%B2%D8%AD%D9%88%D9%86-%D8%A8%D9%85%D8%AD%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D9%83%D9%88%D9%85%D8%A9-%D9%8A%D8%B4%D9%83%D9%88%D9%86-%D8%B3%D9%88%D8%A1-%D8%A7%D9%84%D8%A3%D9%88%D8%B6%D8%A7/	نازحون بمحلية الكومة يشكون سوء الأوضاع الانسانية	Displaced people in Al-Komah locality complain about poor humanitarian conditions	ar	2024-06-23
797ecef14c6f7e0bd20930d2c44bcd2e1d7b5a3c92728387aa0b164ae08c195d	A delegation from Taqaddam visits a camp for Sudanese refugees in northern Uganda and pledges to support them	18	-1	-1	beamreports.com	beamreports.com	https://www.beamreports.com/2024/06/23/%D9%88%D9%81%D8%AF-%D9%85%D9%86-%D8%AA%D9%82%D8%AF%D9%85-%D9%8A%D8%B2%D9%88%D8%B1-%D9%85%D8%B9%D8%B3%D9%83%D8%B1%D9%8B%D8%A7-%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3/	وفد من «تقدم» يزور معسكرًا للاجئين السودانيين شمالي أوغندا ويتعهد بدعمهم	A delegation from Taqaddam visits a camp for Sudanese refugees in northern Uganda and pledges to support them	ar	2024-06-23
0dc9357f36b6836da64a36fca41593d007a11e33305de3486d93687a2c767a0e	(Murder, looting, theft, arrest, kidnapping, ransom demand, and forced displacement)... the most prominent violations of the Rapid Support Militia in the Id Babakir area and the entire East Nile locality.	30	-1	-1	alsudaninews.com	alsudaninews.com	https://alsudaninews.com/?p=182775	(القتل والنهب والسرقة والاعتقال والاختطاف وطلب الفدية والتهجير القسري).. أبرز انتهاكات مليشيا الدعم السريع بمنطقة عِد بابكر وعموم محلية شرق النيل	(Murder, looting, theft, arrest, kidnapping, ransom demand, and forced displacement)... the most prominent violations of the Rapid Support Militia in the Id Babakir area and the entire East Nile locality.	ar	2024-06-22
1aa711d73ebed1498e5255752d5c0ab32c88399a8d6d4831a21f1b451af87ea1	Salva Kiir discusses with the United Nations High Commissioner for Refugees the Sudanese war crisis	15	-1	-1	alsudaninews.com	alsudaninews.com	https://alsudaninews.com/?p=182778	سلفاكير يبحث مع المفوض السامي للأمم المتحدة لشؤون اللاجئين أزمة الحرب السودانية	Salva Kiir discusses with the United Nations High Commissioner for Refugees the Sudanese war crisis	ar	2024-06-22
47482886df366a745c12e223c341954dde2dea361ae0e7d8bd4ed676bf9551b7	Salva Kiir discusses with the United Nations High Commissioner for Refugees the Sudanese war crisis	15	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954488/%D8%B3%D9%84%D9%81%D8%A7%D9%83%D9%8A%D8%B1-%D9%8A%D8%A8%D8%AD%D8%AB-%D9%85%D8%B9-%D8%A7%D9%84%D9%85%D9%81%D9%88%D8%B6-%D8%A7%D9%84%D8%B3%D8%A7%D9%85%D9%8A-%D9%84%D9%84%D8%A3%D9%85%D9%85-%D8%A7%D9%84/	سلفاكير يبحث مع المفوض السامي للأمم المتحدة لشؤون اللاجئين أزمة الحرب السودانية	Salva Kiir discusses with the United Nations High Commissioner for Refugees the Sudanese war crisis	ar	2024-06-22
95c4d71663e56201ce08364bfadba9c01767f59688b5ac4f14b3c3ac8c925ced	Egyptian authorities forcibly deport a Sudanese man over Halayeb and Shalatin	11	20	20	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954266/%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D8%AA%D8%B1%D8%AD%D9%84-%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%8B%D8%A7-%D9%82%D8%B3%D8%B1%D9%8A%D9%8B%D8%A7/	السلطات المصرية ترحل سودانيًا قسريًا بسبب حلايب وشلاتين	Egyptian authorities forcibly deport a Sudanese man over Halayeb and Shalatin	ar	2024-06-22
c7fe32776cb2ba47f3bdc2157b069e210eb69531ee08ee8418b1cbb0c942ec28	The number of Sudanese refugees in Kufra has risen to 40,000	11	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954526/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7/	ارتفاع إعداد اللاجئين السودانيين في الكفرة لـ 40 ألف	The number of Sudanese refugees in Kufra has risen to 40,000	ar	2024-06-22
d50ef762981870742a1c2b732759f4898298fde429eaedba4416bc850f127cb2	Massive displacement in the town of Badfur due to clashes between Salamat and Habbaniya	14	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954522/%D9%86%D8%B2%D9%88%D8%AD-%D9%88%D8%A7%D8%B3%D8%B9-%D9%81%D9%8A-%D8%A8%D9%84%D8%AF%D8%A9-%D8%A8%D8%AF%D8%A7%D9%81%D9%88%D8%B1-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA/	نزوح واسع في بلدة بدافور بسبب اشتباكات بين السلامات والهبانية	Massive displacement in the town of Badfur due to clashes between Salamat and Habbaniya	ar	2024-06-22
f604a9319a68e0884ae029bcdc271bff428c04f7b4eac70c1155b22e0b456917	“The Investigator” investigates the fact that the Egyptian authorities forcibly deported Sudanese	12	20	20	alnilin.com	alnilin.com	https://www.alnilin.com/13351270.htm	“المحقق” تقف على حقيقة ترحيل السلطات المصرية لسودانيين قسراً	“The Investigator” investigates the fact that the Egyptian authorities forcibly deported Sudanese	ar	2024-06-22
046d1d4efc9cef9d94e5851ace1257ee19123efb26bd3635b1bf12d28beebdf4	In pictures: Libyan volunteers distribute food to Sudanese refugees in a number of shelter centers	15	35	35	alnilin.com	alnilin.com	https://www.alnilin.com/13351151.htm	بالصور.. متطوعون ليبيون يوزعون الطعام على اللاجئين السودانيين بعدد من مراكز الإيواء	In pictures: Libyan volunteers distribute food to Sudanese refugees in a number of shelter centers	ar	2024-06-21
3a5f112233e42d3ab069443e940c72ead92fd979a04eae3a77c86b4259326772	“46” A new shelter center in Zamzam camp for displaced people in North Darfur	14	2	2	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954080/46-%D9%85%D8%B1%D9%83%D8%B2-%D8%A5%D9%8A%D9%88%D8%A7%D8%A1-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%81%D9%8A-%D9%85%D8%B9%D8%B3%D9%83%D8%B1-%D8%B2%D9%85%D8%B2%D9%85-%D9%84%D9%84%D9%86%D8%A7/	“46” مركز إيواء جديد في معسكر زمزم للنازحين بشمال دارفور	“46” A new shelter center in Zamzam camp for displaced people in North Darfur	ar	2024-06-21
445ec002eb65f6de3981572ca74588d00636ecb5df74f404839ad6d9cc78fe02	El Fasher...the displaced suffer from a lack of aid, shelter and treatment materials	13	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31954056/%D8%A7%D9%84%D9%81%D8%A7%D8%B4%D8%B1-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%88%D9%86-%D9%8A%D8%B9%D8%A7%D9%86%D9%88%D9%86-%D9%85%D9%86-%D9%86%D9%82%D8%B5-%D8%A7%D9%84%D9%85%D8%B9%D9%88%D9%86%D8%A7/	الفاشر.. النازحون يعانون من نقص المعونات ومواد الإيواء والعلاج	El Fasher...the displaced suffer from a lack of aid, shelter and treatment materials	ar	2024-06-21
a884b9a1bc05a5309cf627f381c303d6d1e17f2eaf17971416d3918947615ef0	United Nations: The numbers of refugees around the world have reached their highest levels ever	15	-1	-1	sudanile.com	sudanile.com	https://sudanile.com/%D8%A7%D9%84%D8%A3%D9%85%D9%85-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%A3%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D9%81%D9%8A-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A3/	الأمم المتحدة: أعداد اللاجئين في جميع أنحاء العالم بلغت أعلى مستوياتها على الإطلاق	United Nations: The numbers of refugees around the world have reached their highest levels ever	ar	2024-06-21
cf8f89ab02bfc60639cb8de877daa4062132c09ee2e82c738e8945af4bac84eb	A Sudanese was arrested and deported because of the map of Sudan	12	20	20	sudantimes.net	sudantimes.net	https://sudantimes.net/2024/06/21/%D8%A7%D8%B9%D8%AA%D9%82%D8%A7%D9%84-%D9%88%D8%AA%D8%B1%D8%AD%D9%8A%D9%84-%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%89-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%AE%D8%B1%D9%8A%D8%B7%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%AF/	اعتقال وترحيل سودانى بسبب خريطة السودان	A Sudanese was arrested and deported because of the map of Sudan	ar	2024-06-21
151436180673f760466508b8a4865676948531d4ef82e2d60f8ff5d6322eae69	Secretary of the Libyan Red Crescent: We worked to alleviate the suffering of Sudanese migrants and provide them with support	20	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31953300/%D8%A3%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%A3%D8%AD%D9%85%D8%B1-%D8%A7%D9%84%D9%84%D9%8A%D8%A8%D9%8A-%D8%B9%D9%85%D9%84%D9%86%D8%A7-%D8%B9%D9%84%D9%89-%D8%AA%D8%AE/	أمين الهلال الأحمر الليبي: عملنا على تخفيف معاناة المهاجرين السودانيين وتقديم الدعم لهم	Secretary of the Libyan Red Crescent: We worked to alleviate the suffering of Sudanese migrants and provide them with support	ar	2024-06-20
2c5393f26305fb71e4ee02bde722f98b641251257897bfc6e30f14f7a37a9dea	For expatriates.. Dubai is the “most expensive” city in the Middle East in terms of living, and Cairo is leading..!	20	-1	-1	alnilin.com	alnilin.com	https://www.alnilin.com/13351103.htm	"""للوافدين.. دبي """"أغلى"""" مدن الشرق الأوسط في المعيشة والقاهرة تتقدم..!"""	For expatriates.. Dubai is the “most expensive” city in the Middle East in terms of living, and Cairo is leading..!	ar	2024-06-20
4379bb5c7d81df319c3533158d1d20a77a719d81bb4104b5cd7ad819af23ecf6	On Refugee Day: Sudanese fleeing to neighboring countries need protection	10	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31953373/%D9%81%D9%8A-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%88%D9%86-%D8%A7%D9%84%D9%81%D8%A7%D8%B1%D9%8A%D9%86-%D9%84%D8%AF/	في يوم اللاجئين: السودانيون الفارين لدول الجوار بحاجة للحماية	On Refugee Day: Sudanese fleeing to neighboring countries need protection	ar	2024-06-20
72785ad2b01e865e00f0b802b8cec24f85facc20a8d58df3427cc058a7e36ee4	An imminent disaster for Sudanese refugees in Libya	8	5	5	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31953433/%D9%83%D8%A7%D8%B1%D8%AB%D8%A9-%D9%88%D8%B4%D9%8A%D9%83%D8%A9-%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%8A%D9%86-%D9%81%D9%8A-%D9%84%D9%8A%D8%A8/	كارثة وشيكة للاجئين السودانيين في ليبيا	An imminent disaster for Sudanese refugees in Libya	ar	2024-06-20
88268b019a7f7fd301ef091738d91b81e4fe5bff12ab6c46433c9a208489e939	Sudanese refugees are a political, humanitarian and economic headache in Egypt	11	21	21	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31953241/%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%88%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%88%D9%86-%D8%B5%D8%AF%D8%A7%D8%B9-%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A-%D9%88%D8%A5%D9%86%D8%B3%D8%A7/	اللاجئون السودانيون صداع سياسي وإنساني واقتصادي في مصر	Sudanese refugees are a political, humanitarian and economic headache in Egypt	ar	2024-06-20
d0aaa60585519d9efa5947c15ee2a8181d2245a78f86b933e62ba4b4e224d62c	10 million Sudanese were internally displaced	6	30	30	sudantimes.net	sudantimes.net	https://sudantimes.net/2024/06/20/10-%D9%85%D9%84%D8%A7%D9%8A%D9%8A%D9%86-%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%89-%D9%86%D8%B2%D8%AD%D9%88%D8%A7-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A7/	10 ملايين سودانى نزحوا داخليا	10 million Sudanese were internally displaced	ar	2024-06-20
d9bbf46e2a94134d5db0e0b645f7e8f5abcb00fd61d929640770e52b2fc38e6f	United Nations: The numbers of refugees around the world have reached their highest levels ever	15	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31953274/%D8%A7%D9%84%D8%A3%D9%85%D9%85-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%A3%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D9%81%D9%8A-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A3/	الأمم المتحدة: أعداد اللاجئين في جميع أنحاء العالم بلغت أعلى مستوياتها على الإطلاق	United Nations: The numbers of refugees around the world have reached their highest levels ever	ar	2024-06-20
e0a4e07fb0f94a0e116e2b7d6a303b8054886993af99a881b2e2e7d8748775f4	Displaced Persons and Refugees Coordination: Massacre in Abu Shouk camp	10	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31953256/%D9%85%D9%86%D8%B3%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D9%88%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D9%81%D9%8A-%D9%85%D8%B9/	منسقية النازحين واللاجئين: مجزرة في معسكر أبوشوك	Displaced Persons and Refugees Coordination: Massacre in Abu Shouk camp	ar	2024-06-20
37f18772547ff23b6938a8bd970ef5ab630bc227367747caa896b380f732e1e6	Amnesty International calls on the Egyptian authorities to stop deporting Sudanese	11	36	36	sudantribune.net	sudantribune.net	https://sudantribune.net/article287184/	«العفو الدولية» تطالب السلطات المصرية بوقف ترحيل السودانيين	Amnesty International calls on the Egyptian authorities to stop deporting Sudanese	ar	2024-06-19
3e9bd2b32da3e1fb1211b4d47e5e280e59adf6b75002c531cc8ca21ab1029817	Amnesty International calls on the Egyptian authorities to stop the illegal deportation of Sudanese	14	36	36	alrakoba.net	alrakoba.net	https://www.alrakoba.net/31953129/%D8%A7%D9%84%D8%B9%D9%81%D9%88-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9-%D8%AA%D8%B7%D8%A7%D9%84%D8%A8-%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D8%A8/	العفو الدولية تطالب السلطات المصرية بوقف الترحيل غير المشروع للسودانيين	Amnesty International calls on the Egyptian authorities to stop the illegal deportation of Sudanese	ar	2024-06-19
476d0e0fc5b43b4268718c7a26d6f74f7a6344a7c8f3154fbbf0ad7a91a35083	The Rapid Support militia assassinated 13 children and women in Abu Shouk camp for displaced people in El Fasher	19	1	1	alsudaninews.com	alsudaninews.com	https://alsudaninews.com/?p=182702	مليشيا الدعم السريع تغتال (13) طفلة وامرأة في معسكر أبو شوك للنازحين بالفاشر	The Rapid Support militia assassinated 13 children and women in Abu Shouk camp for displaced people in El Fasher	ar	2024-06-19
